experiment_name,dataset_id,split_id,graph_seed,scenario_id,severity,oracle_labels,scenario_applied,base_graph_path,graph_path,n_nodes,n_edges,mean_in_degree,median_in_degree,mean_out_degree,median_out_degree,heterophily_ratio,pos_rate
gfd_robustness_benchmark_v4_factorial,yelpchi,r60_s2,1,heterophily_rewire_nonoracle,0.15,False,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r60_s2/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r60_s2/heterophily_rewire_nonoracle/0.15/seed_1/graph.bin,45954,8051348,175.2045135498047,174.0,175.2045135498047,175.0,0.22942543029785156,0.14529746770858765
gfd_robustness_benchmark_v4_factorial,yelpchi,r60_s2,0,heterophily_rewire_nonoracle,0.3,False,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r60_s2/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r60_s2/heterophily_rewire_nonoracle/0.30/seed_0/graph.bin,45954,8051348,175.2045135498047,171.0,175.2045135498047,175.0,0.23222334682941437,0.14529746770858765
gfd_robustness_benchmark_v4_factorial,yelpchi,r60_s2,1,heterophily_rewire_nonoracle,0.3,False,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r60_s2/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r60_s2/heterophily_rewire_nonoracle/0.30/seed_1/graph.bin,45954,8051348,175.2045135498047,173.0,175.2045135498047,175.0,0.23198388516902924,0.14529746770858765
gfd_robustness_benchmark_v4_factorial,yelpchi,r60_s2,0,camouflage_feature_oracle,0.0,True,False,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r60_s2/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r60_s2/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.14529746770858765
gfd_robustness_benchmark_v4_factorial,yelpchi,r60_s2,1,camouflage_feature_oracle,0.0,True,False,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r60_s2/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r60_s2/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.14529746770858765
gfd_robustness_benchmark_v4_factorial,yelpchi,r60_s2,0,camouflage_feature_oracle,0.15,True,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r60_s2/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r60_s2/camouflage_feature_oracle/0.15/seed_0/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.14529746770858765
gfd_robustness_benchmark_v4_factorial,yelpchi,r60_s2,1,camouflage_feature_oracle,0.15,True,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r60_s2/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r60_s2/camouflage_feature_oracle/0.15/seed_1/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.14529746770858765
gfd_robustness_benchmark_v4_factorial,yelpchi,r60_s2,0,camouflage_feature_oracle,0.3,True,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r60_s2/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r60_s2/camouflage_feature_oracle/0.30/seed_0/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.14529746770858765
gfd_robustness_benchmark_v4_factorial,yelpchi,r60_s2,1,camouflage_feature_oracle,0.3,True,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r60_s2/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r60_s2/camouflage_feature_oracle/0.30/seed_1/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.14529746770858765
gfd_robustness_benchmark_v4_factorial,yelpchi,r60_s2,0,camouflage_relation_oracle,0.0,True,False,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r60_s2/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r60_s2/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.14529746770858765
gfd_robustness_benchmark_v4_factorial,yelpchi,r60_s2,1,camouflage_relation_oracle,0.0,True,False,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r60_s2/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r60_s2/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.14529746770858765
gfd_robustness_benchmark_v4_factorial,yelpchi,r60_s2,0,camouflage_relation_oracle,0.15,True,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r60_s2/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r60_s2/camouflage_relation_oracle/0.15/seed_0/graph.bin,45954,8071230,175.6371612548828,176.0,175.6371612548828,176.0,0.23124778270721436,0.14529746770858765
gfd_robustness_benchmark_v4_factorial,yelpchi,r60_s2,1,camouflage_relation_oracle,0.15,True,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r60_s2/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r60_s2/camouflage_relation_oracle/0.15/seed_1/graph.bin,45954,8070570,175.622802734375,176.0,175.622802734375,176.0,0.23110300302505493,0.14529746770858765
gfd_robustness_benchmark_v4_factorial,yelpchi,r60_s2,0,camouflage_relation_oracle,0.3,True,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r60_s2/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r60_s2/camouflage_relation_oracle/0.30/seed_0/graph.bin,45954,8089930,176.04408264160156,176.0,176.04408264160156,176.0,0.23533615469932556,0.14529746770858765
gfd_robustness_benchmark_v4_factorial,yelpchi,r60_s2,1,camouflage_relation_oracle,0.3,True,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r60_s2/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r60_s2/camouflage_relation_oracle/0.30/seed_1/graph.bin,45954,8090118,176.0481719970703,176.0,176.0481719970703,176.0,0.23537728190422058,0.14529746770858765
gfd_robustness_benchmark_v4_factorial,yelpchi,r60_s2,0,noise_edges_uniform,0.0,False,False,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r60_s2/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r60_s2/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.14529746770858765
gfd_robustness_benchmark_v4_factorial,yelpchi,r60_s2,1,noise_edges_uniform,0.0,False,False,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r60_s2/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r60_s2/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.14529746770858765
gfd_robustness_benchmark_v4_factorial,yelpchi,r60_s2,0,noise_edges_uniform,0.1,False,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r60_s2/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r60_s2/noise_edges_uniform/0.10/seed_0/graph.bin,45954,8856482,192.72494506835938,193.0,192.72494506835938,192.0,0.22889100015163422,0.14529746770858765
gfd_robustness_benchmark_v4_factorial,yelpchi,r60_s2,1,noise_edges_uniform,0.1,False,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r60_s2/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r60_s2/noise_edges_uniform/0.10/seed_1/graph.bin,45954,8856482,192.72494506835938,193.0,192.72494506835938,193.0,0.2289074808359146,0.14529746770858765
gfd_robustness_benchmark_v4_factorial,yelpchi,r60_s2,0,noise_edges_uniform,0.2,False,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r60_s2/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r60_s2/noise_edges_uniform/0.20/seed_0/graph.bin,45954,9661617,210.24539184570312,210.0,210.24539184570312,210.0,0.2304346114397049,0.14529746770858765
gfd_robustness_benchmark_v4_factorial,yelpchi,r60_s2,1,noise_edges_uniform,0.2,False,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r60_s2/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r60_s2/noise_edges_uniform/0.20/seed_1/graph.bin,45954,9661617,210.24539184570312,210.0,210.24539184570312,210.0,0.23045676946640015,0.14529746770858765
