experiment_name,dataset_id,split_id,graph_seed,scenario_id,severity,oracle_labels,scenario_applied,base_graph_path,graph_path,n_nodes,n_edges,mean_in_degree,median_in_degree,mean_out_degree,median_out_degree,heterophily_ratio,pos_rate
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s0,1,heterophily_rewire_nonoracle,0.15,False,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s0/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r40_s0/heterophily_rewire_nonoracle/0.15/seed_1/graph.bin,45954,8051348,175.2045135498047,174.0,175.2045135498047,175.0,0.2294254302978515,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s0,0,heterophily_rewire_nonoracle,0.3,False,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s0/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r40_s0/heterophily_rewire_nonoracle/0.30/seed_0/graph.bin,45954,8051348,175.2045135498047,171.0,175.2045135498047,175.0,0.2322233468294143,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s0,1,heterophily_rewire_nonoracle,0.3,False,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s0/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r40_s0/heterophily_rewire_nonoracle/0.30/seed_1/graph.bin,45954,8051348,175.2045135498047,173.0,175.2045135498047,175.0,0.2319838851690292,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s0,0,camouflage_feature_oracle,0.0,True,False,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s0/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s0/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s0,1,camouflage_feature_oracle,0.0,True,False,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s0/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s0/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s0,0,camouflage_feature_oracle,0.15,True,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s0/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r40_s0/camouflage_feature_oracle/0.15/seed_0/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s0,1,camouflage_feature_oracle,0.15,True,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s0/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r40_s0/camouflage_feature_oracle/0.15/seed_1/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s0,0,camouflage_feature_oracle,0.3,True,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s0/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r40_s0/camouflage_feature_oracle/0.30/seed_0/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s0,1,camouflage_feature_oracle,0.3,True,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s0/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r40_s0/camouflage_feature_oracle/0.30/seed_1/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s0,0,camouflage_relation_oracle,0.0,True,False,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s0/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s0/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s0,1,camouflage_relation_oracle,0.0,True,False,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s0/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s0/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s0,0,camouflage_relation_oracle,0.15,True,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s0/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r40_s0/camouflage_relation_oracle/0.15/seed_0/graph.bin,45954,8071230,175.6371612548828,176.0,175.6371612548828,176.0,0.2312477827072143,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s0,1,camouflage_relation_oracle,0.15,True,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s0/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r40_s0/camouflage_relation_oracle/0.15/seed_1/graph.bin,45954,8070570,175.622802734375,176.0,175.622802734375,176.0,0.2311030030250549,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s0,0,camouflage_relation_oracle,0.3,True,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s0/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r40_s0/camouflage_relation_oracle/0.30/seed_0/graph.bin,45954,8089930,176.04408264160156,176.0,176.04408264160156,176.0,0.2353361546993255,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s0,1,camouflage_relation_oracle,0.3,True,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s0/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r40_s0/camouflage_relation_oracle/0.30/seed_1/graph.bin,45954,8090118,176.0481719970703,176.0,176.0481719970703,176.0,0.2353772819042205,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s0,0,noise_edges_uniform,0.0,False,False,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s0/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s0/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s0,1,noise_edges_uniform,0.0,False,False,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s0/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s0/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s0,0,noise_edges_uniform,0.1,False,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s0/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r40_s0/noise_edges_uniform/0.10/seed_0/graph.bin,45954,8856482,192.72494506835935,193.0,192.72494506835935,192.0,0.2288910001516342,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s0,1,noise_edges_uniform,0.1,False,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s0/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r40_s0/noise_edges_uniform/0.10/seed_1/graph.bin,45954,8856482,192.72494506835935,193.0,192.72494506835935,193.0,0.2289074808359146,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s0,0,noise_edges_uniform,0.2,False,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s0/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r40_s0/noise_edges_uniform/0.20/seed_0/graph.bin,45954,9661617,210.24539184570312,210.0,210.24539184570312,210.0,0.2304346114397049,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s0,1,noise_edges_uniform,0.2,False,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s0/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r40_s0/noise_edges_uniform/0.20/seed_1/graph.bin,45954,9661617,210.24539184570312,210.0,210.24539184570312,210.0,0.2304567694664001,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s1,1729,clean,0.0,False,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s1/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s1/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s1,0,heterophily_rewire_oracle,0.0,True,False,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s1/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s1/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s1,1,heterophily_rewire_oracle,0.0,True,False,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s1/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s1/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s1,0,heterophily_rewire_oracle,0.15,True,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s1/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r40_s1/heterophily_rewire_oracle/0.15/seed_0/graph.bin,45954,8051348,175.2045135498047,173.0,175.2045135498047,175.0,0.3428902924060821,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s1,1,heterophily_rewire_oracle,0.15,True,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s1/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r40_s1/heterophily_rewire_oracle/0.15/seed_1/graph.bin,45954,8051348,175.2045135498047,173.0,175.2045135498047,175.0,0.3429500162601471,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s1,0,heterophily_rewire_oracle,0.3,True,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s1/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r40_s1/heterophily_rewire_oracle/0.30/seed_0/graph.bin,45954,8051348,175.2045135498047,149.0,175.2045135498047,175.0,0.4587487578392029,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s1,1,heterophily_rewire_oracle,0.3,True,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s1/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r40_s1/heterophily_rewire_oracle/0.30/seed_1/graph.bin,45954,8051348,175.2045135498047,149.0,175.2045135498047,175.0,0.4587411880493164,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s1,0,heterophily_rewire_nonoracle,0.0,False,False,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s1/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s1/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s1,1,heterophily_rewire_nonoracle,0.0,False,False,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s1/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s1/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s1,0,heterophily_rewire_nonoracle,0.15,False,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s1/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r40_s1/heterophily_rewire_nonoracle/0.15/seed_0/graph.bin,45954,8051348,175.2045135498047,174.0,175.2045135498047,175.0,0.2294831871986389,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s1,1,heterophily_rewire_nonoracle,0.15,False,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s1/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r40_s1/heterophily_rewire_nonoracle/0.15/seed_1/graph.bin,45954,8051348,175.2045135498047,174.0,175.2045135498047,175.0,0.2294254302978515,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s1,0,heterophily_rewire_nonoracle,0.3,False,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s1/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r40_s1/heterophily_rewire_nonoracle/0.30/seed_0/graph.bin,45954,8051348,175.2045135498047,171.0,175.2045135498047,175.0,0.2322233468294143,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s1,1,heterophily_rewire_nonoracle,0.3,False,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s1/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r40_s1/heterophily_rewire_nonoracle/0.30/seed_1/graph.bin,45954,8051348,175.2045135498047,173.0,175.2045135498047,175.0,0.2319838851690292,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s1,0,camouflage_feature_oracle,0.0,True,False,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s1/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s1/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s1,1,camouflage_feature_oracle,0.0,True,False,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s1/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s1/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s1,0,camouflage_feature_oracle,0.15,True,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s1/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r40_s1/camouflage_feature_oracle/0.15/seed_0/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s1,1,camouflage_feature_oracle,0.15,True,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s1/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r40_s1/camouflage_feature_oracle/0.15/seed_1/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s1,0,camouflage_feature_oracle,0.3,True,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s1/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r40_s1/camouflage_feature_oracle/0.30/seed_0/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s1,1,camouflage_feature_oracle,0.3,True,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s1/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r40_s1/camouflage_feature_oracle/0.30/seed_1/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s1,0,camouflage_relation_oracle,0.0,True,False,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s1/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s1/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s1,1,camouflage_relation_oracle,0.0,True,False,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s1/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s1/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s1,0,camouflage_relation_oracle,0.15,True,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s1/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r40_s1/camouflage_relation_oracle/0.15/seed_0/graph.bin,45954,8071230,175.6371612548828,176.0,175.6371612548828,176.0,0.2312477827072143,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s1,1,camouflage_relation_oracle,0.15,True,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s1/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r40_s1/camouflage_relation_oracle/0.15/seed_1/graph.bin,45954,8070570,175.622802734375,176.0,175.622802734375,176.0,0.2311030030250549,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s1,0,camouflage_relation_oracle,0.3,True,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s1/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r40_s1/camouflage_relation_oracle/0.30/seed_0/graph.bin,45954,8089930,176.04408264160156,176.0,176.04408264160156,176.0,0.2353361546993255,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s1,1,camouflage_relation_oracle,0.3,True,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s1/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r40_s1/camouflage_relation_oracle/0.30/seed_1/graph.bin,45954,8090118,176.0481719970703,176.0,176.0481719970703,176.0,0.2353772819042205,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s1,0,noise_edges_uniform,0.0,False,False,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s1/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s1/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s1,1,noise_edges_uniform,0.0,False,False,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s1/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s1/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s1,0,noise_edges_uniform,0.1,False,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s1/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r40_s1/noise_edges_uniform/0.10/seed_0/graph.bin,45954,8856482,192.72494506835935,193.0,192.72494506835935,192.0,0.2288910001516342,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s1,1,noise_edges_uniform,0.1,False,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s1/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r40_s1/noise_edges_uniform/0.10/seed_1/graph.bin,45954,8856482,192.72494506835935,193.0,192.72494506835935,193.0,0.2289074808359146,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s1,0,noise_edges_uniform,0.2,False,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s1/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r40_s1/noise_edges_uniform/0.20/seed_0/graph.bin,45954,9661617,210.24539184570312,210.0,210.24539184570312,210.0,0.2304346114397049,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s1,1,noise_edges_uniform,0.2,False,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s1/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/variants/yelpchi/r40_s1/noise_edges_uniform/0.20/seed_1/graph.bin,45954,9661617,210.24539184570312,210.0,210.24539184570312,210.0,0.2304567694664001,0.1452974677085876
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s2,3253,clean,0.0,False,True,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s2/graph.bin,/kaggle/working/gfd-robustness-v4-factorial-r1/graphs/base/yelpchi/r40_s2/graph.bin,45954,8051348,175.2045135498047,175.0,175.2045135498047,175.0,0.2268800139427185,0.1452974677085876
